# Airport database: IATA|ICAO|LAT|LON|CITY|NAME
# Source: OurAirports (public domain), scheduled-service
# large+medium airports. Add your own as extra lines.
SKT|OPST|32.5359|74.3646|Sialkot|Sialkot International Airport
SKX|UWPS|54.1251|45.2123|Saransk|Saransk International Airport
SKZ|OPSK|27.722|68.7917|Sukkur|Begum Nusrat Bhutto International Airport Sukkur
SLA|SASA|-24.856|-65.4862|Salta|Martin Miguel de Guemes International Airport
SLC|KSLC|40.7889|-111.9799|Salt Lake City|Salt Lake City International Airport
SLD|LZSL|48.6378|19.1341|Sliac|Sliac Airport
SLE|KSLE|44.9095|-123.003|Salem|Salem-Willamette Valley Airport/McNary Field
SLK|KSLK|44.3869|-74.2046|Saranac Lake|Adirondack Regional Airport
SLL|OOSA|17.0387|54.0913|Salalah|Salalah International Airport
SLM|LESA|40.9521|-5.502|Salamanca|Salamanca Airport
SLN|KSLN|38.791|-97.6522|Salina|Salina Municipal Airport
SLP|MMSP|22.262|-100.9357|San Luis Potosi|Ponciano Arriaga International Airport
SLU|TLPC|14.0202|-60.9929|Castries|George F. L. Charles Airport
SLW|MMIO|25.5379|-100.9283|Saltillo|Plan de Guadalupe International Airport
SLY|USDD|66.5908|66.611|Salekhard|Salekhard Airport
SLZ|SBSL|-2.5864|-44.235|Sao Luis|Marechal Cunha Machado International Airport
SMA|LPAZ|36.9714|-25.1706|Vila do Porto|Santa Maria Airport
SMF|KSMF|38.6954|-121.591|Sacramento|Sacramento International Airport
SMI|LGSM|37.69|26.9117|Samos Island|Samos Airport
SML|MYLS|23.5823|-75.2686|Stella Maris|Stella Maris Airport
SMN|KSMN|45.1222|-113.882|Salmon|Lemhi County Airport
SMR|SKSM|11.1196|-74.2306|Santa Marta|Simon Bolivar International Airport
SMS|FMMS|-17.0939|49.8158|Vohilava|Sainte Marie Airport
SMW|GMMA|26.732|-11.6837|Smara|Smara Airport
SMX|KSMX|34.8989|-120.457|Santa Maria|Santa Maria Public Airport Captain G Allan Hancock Field
SNA|KSNA|33.6751|-117.8693|Santa Ana|John Wayne Orange County International Airport
SNB|YSNK|-11.4177|130.6485|Milikapiti|Snake Bay Airport
SNC|SESA|-2.2101|-80.9851|Salinas/La Libertad|General Ulpiano Paez International Airport
SNE|GVSN|16.5889|-24.2841|Preguica|Preguica Airport
SNN|EINN|52.702|-8.9248|Shannon|Shannon Airport
SNO|VTUI|17.1951|104.119||Sakon Nakhon Airport
SNP|PASN|57.1663|-170.2226|St Paul Island|St Paul Island Airport
SNR|LFRZ|47.3114|-2.1526|Saint-Nazaire/Montoir|Saint-Nazaire-Montoir Airport
SNU|MUSC|22.4922|-79.9431|Santa Clara|Abel Santamaria International Airport
SNV|SVSE|4.5547|-61.1452|Santa Elena de Uairen|Santa Elena de Uairen Airport
SNW|VYTD|18.4607|94.3001|Thandwe|Thandwe Airport
SOB|LHSM|46.6864|17.1591|Sarmellek|HevizBalaton Airport
SOC|WAHQ|-7.516|110.7575|Surakarta|Adisoemarmo International Airport
SOF|LBSF|42.6964|23.4177|Sofia|Sofia Airport
SOJ|ENSR|69.7868|20.9594|Srkjosen|Srkjosen Airport
SOM|SVST|8.9451|-64.1511|El Tigre|San Tome Airport
SON|NVSS|-15.505|167.22|Luganville|Santo Pekoa International Airport
SOQ|WASS|-0.894|131.287|Sorong|Domine Eduard Osok Airport
SOU|EGHI|50.9503|-1.3568|Southampton|Southampton Airport
SOW|KSOW|34.2641|-110.0071|Show Low|Show Low Regional Airport
SPC|GCLA|28.6265|-17.7556|Sta Cruz de la Palma, La Palma Island|La Palma Airport
SPD|VGSD|25.7592|88.9089|Saidpur|Saidpur Airport
SPI|KSPI|39.8441|-89.6779|Springfield|Abraham Lincoln Capital Airport
SPN|PGSN|15.1194|145.7288|I Fadang, Saipan|Saipan International Airport
SPP|FNME|-14.6576|17.7198|Menongue|Menongue Airport
SPR|MZSP|17.9139|-87.9711|San Pedro|John Greif II Airport
SPS|KSPS|33.9888|-98.4919|Wichita Falls|Wichita Falls Municipal Airport / Sheppard Air Force Base
SPU|LDSP|43.5389|16.298|Split|Split Saint Jerome Airport
SPX|HESX|30.1082|30.8957|Al Jiza|Sphinx International Airport
SPY|DISP|4.7467|-6.6608||San Pedro Airport
SQD|ZSSR|28.3797|117.9643|Shangrao (Hengfeng)|Shangrao Sanqingshan Airport
SQG|WIOS|-0.0452|111.458|Sintang|Tebelian Airport
SQJ|ZSSM|26.4263|117.8336|Sanming (Sha)|Sanming Shaxian Airport
SQL|KSQL|37.5131|-122.2508|San Carlos|San Carlos Airport
SRE|SLAL|-19.2468|-65.1496|Sucre|Alcantari International Airport
SRG|WAHS|-6.9707|110.3732|Semarang|Jenderal Ahmad Yani Airport
SRP|ENSO|59.7919|5.3408|Leirvik|Stord Airport, Srstokken
SRQ|KSRQ|27.3946|-82.5544|Sarasota/Bradenton|Sarasota Bradenton International Airport
SRT|HUSO|1.7277|33.6228|Soroti|Soroti Airport
SRY|OINZ|36.6444|53.1888|Sari|Sari Dasht-e Naz International Airport
SRZ|SLET|-17.8116|-63.1715|Santa Cruz|El Trompillo Airport
SSA|SBSV|-12.9086|-38.3225|Salvador|Deputado Luiz Eduardo Magalhaes International Airport
SSG|FGSL|3.7553|8.7087|Malabo|Malabo International Airport
SSH|HESH|27.9773|34.3947|Sharm El Sheikh|Sharm El Sheikh International Airport
SSJ|ENST|65.9568|12.4689|Alstahaug|Sandnessjen Airport, Stokka
SST|SAZL|-36.5423|-56.7218|Santa Teresita|Santa Teresita Airport
SSY|FNBC|-6.2699|14.247|Mbanza Congo|Mbanza Congo Airport
STC|KSTC|45.5466|-94.0599|Saint Cloud|Saint Cloud Regional Airport
STD|SVSO|7.5654|-72.0351|Santo Domingo|Mayor Buenaventura Vivas International Airport
STG|PAPB|56.5773|-169.6638|St George|St George Airport
STI|MDST|19.4041|-70.6044|Santiago|Cibao International Airport
STL|KSTL|38.7487|-90.37|St Louis|St. Louis Lambert International Airport
STM|SBSN|-2.4224|-54.7931|Santarem|Santarem - Maestro Wilson Fonseca International Airport
STN|EGSS|51.885|0.235|London, Essex|London Stansted Airport
STR|EDDS|48.6899|9.222|Stuttgart|Stuttgart Airport
STS|KSTS|38.509|-122.813|Santa Rosa|Charles M. Schulz Sonoma County Airport
STT|TIST|18.3371|-64.9773|Charlotte Amalie|Cyril E. King Airport
STV|VASU|21.1155|72.7433|Surat|Surat International Airport
STW|URMT|45.1092|42.1128|Stavropol|Stavropol Shpakovskoye Airport
STX|TISX|17.7014|-64.8026|Christiansted|Henry E. Rohlsen Airport
SUB|WARR|-7.3798|112.787|Surabaya|Juanda International Airport
SUF|LICA|38.9062|16.246|Lamezia Terme (CZ)|Lamezia Terme Sant'Eufemia International Airport
SUG|RPMS|9.7558|125.4809|Surigao City|Surigao Airport
SUI|UGSS|42.8582|41.1281|Sukhumi|Vladislav Ardzinba Sukhum International Airport
SUJ|LRSM|47.7033|22.8857|Satu Mare|Satu Mare International Airport
SUN|KSUN|43.5044|-114.296|Hailey|Friedman Memorial Airport
SUV|NFNA|-18.0442|178.5615|Nausori|Nausori International Airport
SUX|KSUX|42.3976|-96.3822|Sioux City|Sioux Gateway Airport / Brigadier General Bud Day Field
SVA|PASA|63.6864|-170.493|Savoonga|Savoonga Airport
SVB|FMNS|-14.2786|50.1747|Sambava|Sambava Airport
SVC|KSVC|32.6367|-108.1547|Silver City|Grant County Airport
SVD|TVSA|13.1597|-61.1488|Kingstown|Argyle International Airport
SVG|ENZV|58.8767|5.6378|Stavanger|Stavanger Airport, Sola
SVI|SKSV|2.1522|-74.7663|San Vicente Del Caguan|Eduardo Falla Solano Airport
SVJ|ENSH|68.2433|14.6692|Svolvr|Svolvr Airport, Helle
SVL|EFSA|61.9431|28.9451|Savonlinna|Savonlinna Airport
SVO|UUEE|55.9769|37.4112|Moscow|Sheremetyevo International Airport
SVQ|LEZL|37.418|-5.8931|Seville|Seville Airport
SVX|USSS|56.7431|60.8027|Yekaterinburg|Koltsovo Airport
SVZ|SVSA|7.8408|-72.4399|San Antonio del Tachira|Juan Vicente Gomez International Airport
SWA|ZGOW|23.552|116.5033|Jieyang (Rongcheng)|Jieyang Chaoshan International Airport
SWF|KSWF|41.5042|-74.1089|Newburgh|New York Stewart International Airport
SWO|KSWO|36.1621|-97.0856|Stillwater|Stillwater Regional Airport
SXB|LFST|48.5383|7.6282|Strasbourg|Strasbourg Airport
SXM|TNCM|18.041|-63.1089|Sint Maarten|Princess Juliana International Airport
SXR|VISR|33.9871|74.7742|Srinagar|Sheikh ul Alam International Airport
SYD|YSSY|-33.9461|151.177|Sydney (Mascot)|Sydney Kingsford Smith International Airport
SYO|RJSY|38.8122|139.787|Shonai|Shonai Airport
SYQ|MRPV|9.9571|-84.1398|San Jose|Tobias Bolanos International Airport
SYR|KSYR|43.1112|-76.1063|Syracuse|Syracuse Hancock International Airport
SYS|UERS|71.9279|114.08|Saskylakh|Saskylakh Airport
SYX|ZJSY|18.3029|109.412|Sanya (Tianya)|Sanya Phoenix International Airport
SYY|EGPO|58.2156|-6.3311|Stornoway, Western Isles|Stornoway Airport
SYZ|OISS|29.5392|52.5898|Shiraz|Shiraz Shahid Dastghaib International Airport
SZA|FNSO|-6.1411|12.3718|Soyo|Soyo Airport
SZB|WMSA|3.1306|101.549|Subang|Sultan Abdul Aziz Shah International Airport
SZF|LTFH|41.254|36.5675|Samsun|Samsun-Carsamba Airport
SZG|LOWS|47.7933|13.0043|Salzburg|Salzburg Airport
SZH|ZBSG|39.2732|112.6916|Shuozhou|Shuozhou Zirun Airport
SZK|FASZ|-24.9609|31.5886|Skukuza|Skukuza Airport
SZX|ZGSZ|22.6395|113.8033|Shenzhen|Shenzhen Bao'an International Airport
SZY|EPSY|53.4819|20.9377|Szymany|Olsztyn-Mazury Airport
SZZ|EPSC|53.5847|14.9022|Szczecin(Glewice)|Solidarity SzczecinGoleniow Airport
TAB|TTCP|11.1496|-60.8313|Scarborough|A.N.R. Robinson International Airport
TAC|RPVA|11.2278|125.0278|Tacloban City|Daniel Z. Romualdez Airport
TAE|RKTN|35.8944|128.657|Daegu|Daegu International Airport
TAG|RPSP|9.573|123.7701|Panglao|Bohol-Panglao International Airport
TAH|NVVW|-19.4551|169.224|Tanna Island|Whitegrass Airport
TAI|OYTZ|13.686|44.1391|Taiz|Taiz International Airport
TAK|RJOT|34.215|134.0155|Takamatsu|Takamatsu Airport
TAM|MMTM|22.2926|-97.8671|Ciudad Madero|General Francisco Javier Mina International Airport
TAO|ZSQD|36.362|120.0882|Qingdao (Jiaozhou)|Qingdao Jiaodong International Airport
TAP|MMTP|14.7945|-92.3699|Tapachula|Tapachula International Airport
TAS|UZTT|41.2579|69.2812|Tashkent|Tashkent International Airport
TAT|LZTT|49.071|20.2414|Poprad|Poprad-Tatry Airport
TAY|EETU|58.3074|26.6865|Tartu|Tartu Airport
TAZ|UTAT|41.7599|59.8361|Dasoguz|Dashoguz International Airport
TBB|VVTH|13.0496|109.334|Tuy Hoa|Dong Tac Airport
TBH|RPVU|12.311|122.085|Tablas Island|Tugdan Airport
TBI|MYCB|24.3153|-75.4523|Cat Island|New Bight Airport
TBJ|DTKA|36.98|8.8769|Tabarka|Tabarka-Ain Draham International Airport
TBN|KTBN|37.7416|-92.1407|Fort Leonard Wood|Waynesville-St. Robert Regional Airport-Forney Field
TBP|SPME|-3.5521|-80.3811|Tumbes|Captain Pedro Canga Rodriguez International Airport
TBS|UGTB|41.6692|44.9547|Tbilisi|Tbilisi International Airport
TBT|SBTT|-4.2557|-69.9358|Tabatinga|Tabatinga International Airport
TBU|NFTF|-21.2414|-175.1492|Nuku'alofa|Fua'amotu International Airport
TBZ|OITT|38.1339|46.235|Tabriz|Tabriz International Airport
TCA|YTNK|-19.6344|134.183|Tennant Creek|Tennant Creek Airport
TCB|MYAT|26.7453|-77.3913|Treasure Cay|Treasure Cay Airport
TCO|SKCO|1.8144|-78.7492|Tumaco|La Florida Airport
TCP|HETB|29.5945|34.7758|Taba|Taba International Airport
TCQ|SPTN|-18.0533|-70.2758|Tacna|Coronel FAP Carlos Ciriani Santa Rosa International Airport
TCZ|ZPTC|24.9381|98.4858|Baoshan (Tengchong)|Tengchong Tuofeng Airport
TDD|SLTR|-14.8187|-64.918|Trinidad|Teniente Av. Jorge Henrich Arauz Airport
TDK|UAAT|45.1225|78.4428|Taldykorgan|Taldykorgan Airport
TDX|VTBO|12.2746|102.319|Laem Ngop|Trat Airport
TEB|KTEB|40.8501|-74.0608|Teterboro|Teterboro Airport
TEE|DABS|35.4316|8.1207|Tebessi|Cheikh Larbi Tebessi Airport
TEN|ZUTR|27.8833|109.3089|Tongren (Daxing)|Tongren Fenghuang Airport
TEQ|LTBU|41.1382|27.9191|Corlu|Tekirdag Corlu Airport
TER|LPLA|38.7618|-27.0908|Praia da Vitoria|Lajes Airport
TET|FQTT|-16.1048|33.6402|Tete|Tete Airport
TEX|KTEX|37.9538|-107.908|Telluride|Telluride Regional Airport
TEZ|VETZ|26.7091|92.7847||Tezpur Airport
TFF|SBTF|-3.3829|-64.7241|Tefe|Tefe Airport
TFN|GCXO|28.4828|-16.3417|Tenerife|Tenerife Norte-Ciudad de La Laguna Airport
TFS|GCTS|28.0445|-16.5725|Tenerife|Tenerife Sur Airport
TFU|ZUTF|30.3125|104.4413|Chengdu (Jianyang)|Chengdu Tianfu International Airport
TGD|LYPG|42.3594|19.2519|Podgorica|Podgorica Airport / Podgorica Golubovci Airbase
TGG|WMKN|5.3826|103.103|Kuala Terengganu|Sultan Mahmud Airport
TGJ|NWWA|-21.0964|167.8038|Tiga|Tiga Airport
TGK|URRT|47.1983|38.8492|Taganrog|Taganrog Yuzhny Airport
TGM|LRTM|46.4677|24.4125|Recea|Targu Mures Transilvania International Airport
TGO|ZBTL|43.5567|122.2|Tongliao|Tongliao Airport
TGR|DAUK|33.0678|6.0887|Touggourt|Touggourt Sidi Madhi Airport
TGT|HTTG|-5.0924|39.0712|Tanga|Tanga Airport
TGU|MHTG|14.0609|-87.2172|Tegucigalpa|Toncontin Airport
TGZ|MMTG|16.5616|-93.0257|Tuxtla Gutierrez|Angel Albino Corzo International Airport
THE|SBTE|-5.0602|-42.8237|Teresina|Senador Petronio Portela Airport
THG|YTNG|-24.4949|150.578|Biloela|Thangool Airport
THL|VYTL|20.4838|99.9354|Tachileik|Tachileik Airport
THN|ESGT|58.3181|12.345|Trollhattan|Trollhattan-Vanersborg Airport
THQ|ZLTS|34.5601|105.8603|Tianshui (Maiji)|Tianshui Maijishan Airport
THR|OIII|35.6892|51.3144|Tehran|Mehrabad International Airport
THS|VTPO|17.238|99.8182||Sukhothai Airport
THU|BGTL|76.5306|-68.7005|Pituffik|Pituffik Space Base
TIA|LATI|41.4147|19.7206|Rinas|Tirana International Airport Mother Teresa
TIF|OETF|21.4847|40.5441|Taif|Taif International Airport
TIH|NTGC|-15.1196|-148.231|Tuherahera|Tikehau Airport
TIJ|MMTJ|32.541|-116.97|Tijuana|General Abelardo L. Rodriguez International Airport
TIM|WAYY|-4.5298|136.8874|Timika|Mozes Kilangin Airport
TIN|DAOF|27.7004|-8.1671|Tindouf|Tindouf Airport
TIQ|PGWT|14.9992|145.6194|Tinian Island|Francisco Manglona Borja / Tinian International Airport
TIR|VOTP|13.632|79.5399|Tirupati|Tirupati International Airport
TIU|NZTU|-44.3028|171.225||Timaru Airport
TIV|LYTV|42.4047|18.7233|Tivat|Tivat Airport
TIW|KTIW|47.2674|-122.5773|Tacoma|Tacoma Narrows Airport
TJA|SLTJ|-21.5557|-64.7013|Tarija|Capitan Oriel Lea Plaza Airport
TJG|WAON|-2.2166|115.436|Tanta-Tabalong|Warukin Airport
TJH|RJBT|35.5128|134.787|Toyooka|Konotori Tajima Airport
TJK|LTAW|40.3247|36.3906|Tokat|Tokat Airport
TJM|USTR|57.179|65.3277|Tyumen|Roshchino International Airport
TJU|UTDK|37.9881|69.805|Kulob|Kulob International Airport
TKD|DGTK|4.8961|-1.7748|Sekondi-Takoradi|Takoradi Airport
TKF|KTRK|39.3186|-120.1406|Truckee|Truckee Tahoe Airport
TKG|WILL|-5.2468|105.1825|Bandar Lampung|Radin Inten II International Airport
TKK|PTKK|7.4619|151.843|Weno Island|Chuuk International Airport
TKN|RJKN|27.8364|128.8814|Amagi|Tokunoshima Airport
TKP|NTGT|-14.7095|-145.246||Takapoto Airport
TKS|RJOS|34.1326|134.6078|Tokushima|Tokushima Awaodori Airport / JMSDF Tokushima Air Base
TKU|EFTU|60.5141|22.2628|Turku|Turku Airport
TKX|NTKR|-14.4558|-145.025||Takaroa Airport
TLC|MMTO|19.3369|-99.5658|Toluca|Adolfo Lopez Mateos International Airport
TLE|FMST|-23.3834|43.7285|Toliara|Toliara Airport
TLH|KTLH|30.4012|-84.3543|Tallahassee|Tallahassee International Airport
TLL|EETN|59.4132|24.8326|Tallinn|Lennart Meri Tallinn Airport
TLM|DAON|35.0127|-1.4571|Zenata|Zenata  Messali El Hadj Airport
TLN|LFTH|43.0973|6.146|Hyeres, Var|Toulon-Hyeres Airport
TLQ|ZWTL|43.0308|89.0987|Turpan|Turpan Jiaohe Airport
TLS|LFBO|43.6291|1.3638|Toulouse/Blagnac|Toulouse-Blagnac Airport
TLV|LLBG|32.0114|34.8867|Tel Aviv|Ben Gurion International Airport
TME|SKTM|6.4511|-71.7603|Tame|Gustavo Vargas Airport
TMH|WAKT|-6.0967|140.3035|Tanah Merah|Tanah Merah Airport
TMJ|UZST|37.2873|67.3119|Termez|Termez Airport
TML|DGLE|9.5539|-0.8661|Tamale|Yakubu Tali International Airport
TMM|FMMT|-18.1135|49.3923|Toamasina|Toamasina Ambalamanasy Airport
TMP|EFTP|61.4141|23.6044|Tampere / Pirkkala|Tampere-Pirkkala Airport
TMR|DAAT|22.811|5.4508|Tamanrasset|Aguenar  Hadj Bey Akhamok Airport
TMS|FPST|0.3782|6.7122|Sao Tome|Sao Tome International Airport
TMT|SBTB|-1.4896|-56.3968|Oriximina|Trombetas Airport
TMW|YSTW|-31.0779|150.8455|Tamworth|Tamworth Airport
TMX|DAUT|29.2371|0.276|Timimoun|Timimoun Airport
TNA|ZSJN|36.8572|117.216|Jinan (Licheng)|Jinan Yaoqiang International Airport
TND|MUTD|21.7883|-79.9972|Trinidad|Alberto Delgado Airport
TNE|RJFG|30.6051|130.991|Tanegashima|New Tanegashima Airport
TNG|GMTT|35.7317|-5.9215|Tangier|Tangier Ibn Battuta Airport
TNH|ZYTN|42.0484|125.734|Tonghua|Tonghua Sanyuanpu Airport
TNJ|WIDN|0.924|104.5334|Tanjung Pinang-Bintan Island|Raja Haji Fisabilillah International Airport
TNN|RCNN|22.9504|120.206|Tainan (Rende)|Tainan International Airport / Tainan Air Base
TNR|FMMI|-18.7969|47.4788|Antananarivo|Ivato International Airport
TOD|WMBT|2.8182|104.16|Tioman Island|Tioman Airport
TOE|DTTZ|33.9397|8.1106|Tozeur|Tozeur Nefta International Airport
TOF|UNTT|56.3803|85.2083|Tomsk|Tomsk Kamov Airport
TOL|KTOL|41.5868|-83.8078|Toledo|Eugene F. Kranz Toledo Express Airport
TOM|GATB|16.7305|-3.0076|Timbuktu|Tombouktou Airport
TOS|ENTC|69.6833|18.9189|Troms|Troms Airport
TOU|NWWU|-20.7901|165.2595|Touho|Touho Airport
TOY|RJNT|36.6484|137.1874|Toyama|Toyama Kitokito Airport
TPA|KTPA|27.9755|-82.5332|Tampa|Tampa International Airport
TPE|RCTP|25.0777|121.233|Taoyuan|Taiwan Taoyuan International Airport
TPJ|VNTJ|27.3509|87.6953|Taplejung|Taplejung Airport
TPP|SPST|-6.5087|-76.3732|Tarapoto|Cadete FAP Guillermo Del Castillo Paredes Airport
TPQ|MMEP|21.4198|-104.8425|Tepic|Amado Nervo National Airport
TPS|LICT|37.9114|12.488|Trapani (TP)|Vincenzo Florio Airport Trapani-Birgi
TQO|MMTL|20.1721|-87.6603|Tulum|Felipe Carrillo Puerto International Airport Tulum
TRA|RORT|24.6538|124.6755|Tarama|Tarama Airport
TRC|MMTC|25.5623|-103.4046|Torreon|Francisco Sarabia Tinoco International Airport
TRD|ENVA|63.4578|10.924|Trondheim|Trondheim Airport, Vrnes
TRE|EGPU|56.4992|-6.8692|Balemartine, Argyll and Bute|Tiree Airport
TRF|ENTO|59.1867|10.2586|Sandefjord(Torp)|Sandefjord Airport, Torp
TRG|NZTG|-37.6719|176.196|Tauranga|Tauranga Airport
TRI|KTRI|36.4752|-82.4074|Blountville|Tri-Cities Regional TN/VA Airport
TRK|WAQQ|3.3251|117.5642|Tarakan|Juwata International Airport / Suharnoko Harbani AFB
TRN|LIMF|45.2008|7.6496|Caselle Torinese (TO)|Turin Airport
TRR|VCCT|8.5392|81.1813|Trincomalee|China Bay Airport
TRS|LIPQ|45.8279|13.4667|Ronchi dei Legionari/Trieste|Trieste Airport
TRT|WAFB|-3.1844|119.9191|Toraja|Toraja Airport
TRU|SPRU|-8.0824|-79.1088|Trujillo|Capitan FAP Carlos Martinez de Pinillos International Airport
TRV|VOTV|8.4819|76.92|Thiruvananthapuram|Thiruvananthapuram International Airport
TRW|NGTA|1.3816|173.147|South Tarawa|Bonriki International Airport
TRZ|VOTR|10.7629|78.7177|Tiruchirappalli|Tiruchirappalli International Airport
TSA|RCSS|25.0672|121.5528|Taipei (Songshan)|Taipei Songshan International Airport
TSF|LIPH|45.6484|12.1944|Treviso (TV)|Treviso Airport
TSJ|RJDT|34.2849|129.331|Tsushima|Tsushima Airport
TSM|KSKX|36.4525|-105.6775|Taos|Taos Regional Airport
TSN|ZBTJ|39.1244|117.346|Tianjin|Tianjin Binhai International Airport
TSR|LRTR|45.8099|21.3379|Timisoara|Timisoara Traian Vuia International Airport
TST|VTST|7.5087|99.6166|Trang|Trang Airport
TSV|YBTL|-19.2529|146.7665|Townsville|Townsville Airport / RAAF Base Townsville
TTA|GMAT|28.4476|-11.1617|Tan Tan|Tan Tan Airport
TTE|WAEE|0.831|127.3816|Ternate|Sultan Babullah Airport
TTJ|RJOR|35.5301|134.165|Tottori|Tottori Sand Dunes Conan Airport
TTN|KTTN|40.2767|-74.8135|Ewing Township|Trenton Mercer Airport
TTT|RCFN|22.7549|121.1018|Taitung City|Taitung Airport
TTU|GMTN|35.5943|-5.32|Tetouan|Sania Ramel Airport
TUA|SETU|0.8095|-77.7081|Tulcan|Lieutenant Colonel Luis A. Mantilla International Airport
TUB|NTAT|-23.3654|-149.524||Tubuai Airport
TUC|SANT|-26.8374|-65.1042|San Miguel de Tucuman|Teniente Benjamin Matienzo International Airport
TUF|LFOT|47.4322|0.7276|Tours, Indre-et-Loire|Tours Val de Loire Airport
TUG|RPUT|17.6434|121.7332|Tuguegarao City|Tuguegarao Airport
TUI|OETR|31.6922|38.7315|Turaif|Turaif Domestic Airport
TUK|OPTU|25.9848|63.0289|Turbat|Turbat International Airport
TUL|KTUL|36.1971|-95.8862|Tulsa|Tulsa International Airport
TUN|DTTA|36.851|10.2272|Tunis|Tunis Carthage International Airport
TUO|NZAP|-38.7397|176.084|Taupo|Taupo Airport
TUP|KTUP|34.2681|-88.7699|Tupelo|Tupelo Regional Airport
TUR|SBTU|-3.786|-49.7203|Tucurui|Tucurui Airport
TUS|KTUS|32.115|-110.9381|Tucson|Tucson International Airport
TUU|OETB|28.3711|36.6249|Tabuk|Prince Sultan bin Abdulaziz International Airport
TVC|KTVC|44.7414|-85.5822|Traverse City|Cherry Capital Airport
TVF|KTVF|48.0657|-96.185|Thief River Falls|Thief River Falls Regional Airport
TVT|UZTP|41.3129|69.3955|Tashkent|Tashkent-Khumo International Airport
TVY|VYDW|14.1039|98.2036|Dawei|Dawei Airport
TWF|KTWF|42.4818|-114.488|Twin Falls|Joslin Field Magic Valley Regional Airport
TWT|RPMN|5.0482|119.7433|Bongao|Sanga Sanga Airport
TWU|WBKW|4.3134|118.1215|Tawau|Tawau Airport
TXE|WITK|4.7211|96.8519|Takengon|Rembele Airport
TXK|KTXK|33.4537|-93.991|Texarkana|Texarkana Regional Airport (Webb Field)
TXN|ZSTX|29.7333|118.256|Huangshan|Huangshan Tunxi International Airport
TYF|ESST|60.1576|12.9913|Torsby|Torsby Airport
TYL|SPYL|-4.5766|-81.2541|Talara|Captain Victor Montes Arias International Airport
TYN|ZBYN|37.7469|112.628|Taiyuan|Taiyuan Wusu International Airport
TYR|KTYR|32.3541|-95.4024|Tyler|Tyler Pounds Regional Airport
TYS|KTYS|35.811|-83.994|Knoxville/Maryville|McGhee Tyson Airport
TZA|MZBE|17.5172|-88.1958|Belize City|Sir Barry Bowen Municipal Airport
TZL|LQTZ|44.4599|18.7236|Dubrave Gornje|Tuzla International Airport
TZN|MYAK|24.1587|-77.5898|Andros|Congo Town Airport
TZX|LTCG|40.9951|39.7897|Trabzon|Trabzon International Airport
UAI|WPDB|-9.3019|125.2863|Suai|Commander in Chief of FALINTIL, Kay Rala Xanana Gusmao, International Airport
UAQ|SANU|-31.5715|-68.4182|San Juan|Domingo Faustino Sarmiento Airport
UAR|GMFB|32.5143|-1.9831|Bouarfa|Bouarfa Airport
UBA|SBUR|-19.765|-47.9648|Uberaba|Mario de Almeida Franco Airport
UBJ|RJDC|33.93|131.279|Ube|Yamaguchi Ube Airport
UBN|ZMCK|47.6469|106.8198|Ulaanbaatar (Sergelen)|Ulaanbaatar Chinggis Khaan International Airport
UBP|VTUU|15.2513|104.87|Ubon Ratchathani|Ubon Ratchathani Airport
UCB|ZBUC|41.1303|113.1073|Ulanqab|Ulanqab Jining Airport
UCT|UUYH|63.5669|53.8047|Ukhta|Ukhta Airport
UDI|SBUL|-18.8836|-48.2259|Uberlandia|Ten. Cel. Aviador Cesar Bombonato Airport
UDJ|UKLU|48.6343|22.2634|Uzhhorod|Uzhhorod International Airport
UDR|VAUD|24.6177|73.8961|Udaipur|Maharana Pratap Airport
UEL|FQQL|-17.8555|36.8691|Quelimane|Quelimane Airport
UEO|ROKJ|26.3634|126.7138|Kumejima|Kumejima Airport
UET|OPQT|30.2514|66.9378|Quetta|Quetta International Airport
UFA|UWUU|54.5575|55.8744|Ufa|Ufa International Airport
UGA|ZMBN|48.855|103.476|Bulgan|Bulgan Airport
UGC|UZNU|41.5827|60.6434|Urgench|Urgench International Airport
UGU|ID-ZGP|-3.7395|137.0312|Bilogai|Bilorai Airport
UIB|SKUI|5.6908|-76.6412|Quibdo|El Carano Airport
UIH|VVPC|13.955|109.042|Quy Nohn|Phu Cat Airport
UIN|KUIN|39.9427|-91.1946|Quincy|Quincy Regional Airport Baldwin Field
UIO|SEQM|-0.1254|-78.3543|Quito|Mariscal Sucre International Airport
UKB|RJBE|34.6328|135.224|Kobe|Kobe Airport
UKE|VEUK|20.0978|83.1833|Bhawanipatna|Utkela Airport
UKK|UASK|50.035|82.4961|Ust-Kamenogorsk (Oskemen)|Oskemen International Airport
UKX|UITT|56.8567|105.73|Ust-Kut|Ust-Kut Airport
ULG|ZMUL|48.9933|89.9225|Olgii|Olgii Mongolei International Airport
ULH|OEAO|26.4836|38.117|Al-Ula|Al-Ula International Airport
ULK|UERL|60.7236|114.8253|Lensk|Lensk Airport
ULO|ZMUG|50.0666|91.9383|Ulaangom|Ulaangom Airport
ULP|YQLP|-26.6092|144.2537||Quilpie Airport
ULU|HUGU|2.8056|32.2718|Gulu|Gulu Airport
ULV|UWLL|54.2702|48.2256|Ulyanovsk|Ulyanovsk Baratayevka Airport
ULY|UWLW|54.401|48.8027|Cherdakly|Ulyanovsk Vostochny Airport
UME|ESNU|63.7918|20.2828|Umea|Umea Airport
UNI|TVSU|12.6001|-61.4119|Union Island|Union Island International Airport
UNK|PAUN|63.8884|-160.799|Unalakleet|Unalakleet Airport
